CUSTOMER_ID,STORE_NUMBER,ORDER_ID,ORDER_CHANNEL_NAME,ORDER_SUBCHANNEL_NAME,ORDER_OCCASION_NAME,CUSTOMER_TYPE,item1,item2,item3,RECOMMENDATION 1,RECOMMENDATION 2,RECOMMENDATION 3
179015818,801,2271437287,Digital,WWT,Delivery,Registered,Fried Corn - Regular,Ranch Dip - Regular,2 pc Crispy Strips,20pc Spicy Feast Deal,Regular Buffalo Fries,Ranch Dip - Large
905714889,4094,9127618166,Digital,WWT,ToGo,Guest,6 pc Grilled Wings Combo,10 pc Spicy Wings Combo,10 pc Grilled Wings,Ranch Dip - Regular,Regular Buffalo Fries,10 pc Grilled Wings Combo
47616816,2513,5498030987,Digital,WWT,ToGo,Guest,10 pc Grilled Wings Combo,8 pc Spicy Wings Combo,Ranch Dip - Regular,8 pc Grilled Wings Combo,Regular Buffalo Fries,Ranch Dip - Large
662138292,1419,4893379515,Digital,WWT,ToGo,Registered,3 pc Crispy Strips Combo,Ranch Dip - Large,10 pc Spicy Wings Combo,Ranch Dip - Regular,10 pc Grilled Wings Combo,Regular Buffalo Fries
693103028,2513,4497037762,Digital,WWT,ToGo,Guest,6 pc Grilled Wings Combo,Regular Buffalo Fries,Ranch Dip - Regular,10 pc Spicy Wings,Fried Corn - Regular,Ranch Dip - Large
329910998,4750,4061743760,Digital,WWT,ToGo,Registered,Ranch Dip - Regular,Fried Corn - Regular,15 pc Grilled Wings,Regular Buffalo Fries,20pc Spicy Feast Deal,Ranch Dip - Large
16208992,1913,9453738106,Digital,WWT,Delivery,Registered,7 pc Crispy Strips,Ranch Dip - Large,Large Buffalo Fries,Ranch Dip - Regular,Regular Buffalo Fries,20pc Spicy Feast Deal
165915269,1765,8653850514,Digital,WWT,ToGo,Registered,20pc Spicy Feast Deal,Fried Corn - Large,15 pc Grilled Wings Combo,Ranch Dip - Regular,2 pc Crispy Strips,Regular Buffalo Fries
122929043,4391,6262453914,Digital,WWT,ToGo,Guest,Regular Buffalo Fries,20pc Spicy Feast Deal,Blue Cheese Dip - Regular,Ranch Dip - Regular,10 pc Grilled Wings,Fried Corn - Regular
316925508,949,1028695542,Digital,WWT,ToGo,Registered,Regular Buffalo Fries,10 pc Mixed Wings Combo,7 pc Crispy Strips,Ranch Dip - Regular,10 pc Spicy Wings,Fried Corn - Regular
689146623,430,9052570299,Digital,WWT,ToGo,Registered,Ranch Dip - Large,10 pc Spicy Wings Combo,Regular Buffalo Fries,Ranch Dip - Regular,20pc Spicy Feast Deal,Large Buffalo Fries
302831416,1070,4773468386,Digital,WWT,ToGo,Registered,10 pc Spicy Wings,Large Buffalo Fries,Fried Corn - Regular,Ranch Dip - Regular,Regular Buffalo Fries,20pc Spicy Feast Deal
248670206,2734,6788771349,Digital,WWT,ToGo,Registered,8 pc Grilled Wings Combo,2 pc Crispy Strips,Ranch Dip - Regular,10 pc Grilled Wings Combo,Regular Buffalo Fries,Ranch Dip - Large
902700726,2249,9044746507,Digital,WWT,Delivery,Guest,20 Oz Soda,30 pc Family Mixed Wings,Triple Chocolate Cake,20pc Spicy Feast Deal,Ranch Dip - Regular,Regular Buffalo Fries
868212216,1161,2016464487,Digital,WWT,ToGo,Registered,30 pc Grilled Wings,Large Buffalo Fries,Ranch Dip - Regular,Ranch Dip - Large,Regular Buffalo Fries,20pc Spicy Feast Deal
695304861,2156,7363404487,Digital,WWT,ToGo,Registered,10 pc Spicy Wings,Ranch Dip - Regular,Add 5 Spicy Wings,Regular Buffalo Fries,20pc Spicy Feast Deal,Ranch Dip - Large
246430958,2156,9515862942,Digital,WWT,ToGo,Registered,20 Oz Soda,Fried Corn - Large,25 pc Game Day Pack,20pc Spicy Feast Deal,Ranch Dip - Regular,Regular Buffalo Fries
856409489,2517,292211849,Digital,WWT,ToGo,Registered,Chicken Sub,Large Fruit Punch,20pc Spicy Feast Deal,Ranch Dip - Regular,Regular Buffalo Fries,2 pc Crispy Strips
72343235,1249,577424637,Digital,WWT,ToGo,Registered,Ranch Dip - Large,15 pc Grilled Wings,20pc Spicy Feast Deal,Ranch Dip - Regular,Regular Buffalo Fries,2 pc Crispy Strips
196116047,801,1891310798,Digital,WWT,ToGo,Registered,Large Buffalo Fries,10 pc Grilled Wings,Ranch Dip - Regular,Regular Buffalo Fries,20pc Spicy Feast Deal,Ranch Dip - Large
296843243,801,4067339101,Digital,WWT,ToGo,Guest,2 pc Crispy Strips,15 pc Grilled Wings,Voodoo Fries - Regular,Ranch Dip - Regular,Regular Buffalo Fries,20pc Spicy Feast Deal
423897805,4915,7233925631,Digital,WWT,ToGo,Registered,Chicken Sub Combo,Voodoo Fries - Regular,Ranch Dip - Regular,10 pc Spicy Wings,Regular Buffalo Fries,Ranch Dip - Large
914626260,4915,3311888453,Digital,WWT,ToGo,Guest,10 pc Spicy Wings,Large Buffalo Fries,10 pc Grilled Wings,Ranch Dip - Regular,Regular Buffalo Fries,20pc Spicy Feast Deal
260131777,4970,7128291259,Digital,WWT,ToGo,Registered,3 pc Crispy Strips Combo,2 pc Crispy Strips,Fried Corn - Regular,Ranch Dip - Regular,20pc Spicy Feast Deal,Regular Buffalo Fries
802382779,3302,4242501496,Digital,WWT,ToGo,Guest,10 pc Grilled Wings,Ranch Dip - Regular,10 pc Spicy Wings Combo,Regular Buffalo Fries,10 pc Grilled Wings Combo,Ranch Dip - Large
626605150,4750,3252867332,Digital,WWT,ToGo,Registered,10 pc Grilled Wings,10 pc Spicy Wings,Cheese Fries - Regular,Ranch Dip - Regular,Regular Buffalo Fries,20pc Spicy Feast Deal
726148845,1390,9492275642,Digital,WWT,ToGo,Registered,Add 5 Spicy Wings,Ranch Dip - Regular,Large Buffalo Fries,20pc Spicy Feast Deal,Regular Buffalo Fries,Ranch Dip - Large
698295477,4094,7332762886,Digital,WWT,ToGo,Registered,Large Buffalo Fries,30 pc Family Mixed Wings,Blue Cheese Dip - Regular,Ranch Dip - Regular,20pc Spicy Feast Deal,Regular Buffalo Fries
461591384,3989,1791693774,Digital,WWT,ToGo,Registered,Veggie Sticks Spicy,Chicken Sub Combo,Dipping Sauce,Ranch Dip - Regular,20pc Spicy Feast Deal,Regular Buffalo Fries
886259241,2315,5549621782,Digital,WWT,ToGo,Guest,10 pc Spicy Wings Combo,Regular Buffalo Fries,Ranch Dip - Regular,10 pc Grilled Wings Combo,Ranch Dip - Large,Fried Corn - Regular
108166463,430,7253771566,Digital,WWT,ToGo,Guest,2 pc Crispy Strips,Voodoo Fries - Large,10 pc Grilled Wings Combo,Ranch Dip - Regular,20pc Spicy Feast Deal,Regular Buffalo Fries
348338898,4094,6488820852,Digital,WWT,ToGo,Registered,Fried Corn - Regular,Cheese Dip - Medium,6 pc Grilled Wings Combo,Ranch Dip - Regular,20pc Spicy Feast Deal,Regular Buffalo Fries
388488350,1070,4662712535,Digital,WWT,ToGo,Registered,2 pc Crispy Strips,Ranch Dip - Large,15 pc Spicy Wings,Ranch Dip - Regular,Regular Buffalo Fries,20pc Spicy Feast Deal
643256095,949,8282587606,Digital,WWT,ToGo,Registered,Ranch Dip - Regular,20pc Spicy Feast Deal,Large Buffalo Fries,Ranch Dip - Large,Regular Buffalo Fries,10 pc Grilled Wings
7775815,1754,1211569589,Digital,WWT,ToGo,Registered,Regular Buffalo Fries,Ranch Dip - Regular,20 pc Grilled Wings,10 pc Spicy Wings,Ranch Dip - Large,Large Buffalo Fries
820974237,1390,5931929840,Digital,WWT,ToGo,Registered,Ranch Dip - Regular,20 pc Mixed Wings,Regular Buffalo Fries,10 pc Spicy Wings,Ranch Dip - Large,Large Buffalo Fries
413508946,4750,937233417,Digital,WWT,Delivery,Registered,Ranch Dip - Regular,10 pc Spicy Wings,Fried Corn - Regular,Regular Buffalo Fries,20pc Spicy Feast Deal,Ranch Dip - Large
989778920,400,1836342210,Digital,WWT,ToGo,eClub,2 pc Crispy Strips,6 pc Grilled Wings Combo,15 pc Mixed Wings Combo,Ranch Dip - Regular,10 pc Grilled Wings Combo,Regular Buffalo Fries
655805726,1161,7825139391,Digital,WWT,ToGo,Guest,10 pc Mixed Wings,6 pc Spicy Wings Combo,8 pc Spicy Wings Combo,Ranch Dip - Regular,Regular Buffalo Fries,6 pc Grilled Wings Combo
989891009,4094,6893279585,Digital,WWT,Delivery,Registered,30 pc Family Grilled Wings,Fried Corn - Regular,Ranch Dip - Large,Ranch Dip - Regular,20pc Spicy Feast Deal,Large Buffalo Fries
377021551,1390,4932507016,Digital,WWT,ToGo,Registered,Regular Buffalo Fries,20 pc Grilled Wings,Ranch Dip - Regular,10 pc Spicy Wings,Ranch Dip - Large,Large Buffalo Fries
170615493,3989,693268549,Digital,WWT,Delivery,Guest,Veggie Sticks Spicy,6 pc Spicy Wings Combo,10 pc Grilled Wings Combo,Ranch Dip - Regular,6 pc Grilled Wings Combo,Fried Corn - Regular
324940474,2786,8403128336,Digital,WWT,ToGo,Registered,32 Oz Soda,Regular Buffalo Fries,Ranch Dip - Regular,20pc Spicy Feast Deal,Ranch Dip - Large,Fried Corn - Regular
221008314,2513,6272521896,Digital,WWT,ToGo,Registered,7 pc Crispy Strips,Ranch Dip - Regular,Regular Buffalo Fries,10 pc Spicy Wings,Large Buffalo Fries,Ranch Dip - Large
629815746,1249,7055108210,Digital,WWT,ToGo,Registered,25 pc Game Day Pack,10 pc Spicy Wings,Ranch Dip - Regular,Regular Buffalo Fries,10 pc Grilled Wings,Ranch Dip - Large
332232963,1905,7658098544,Digital,WWT,ToGo,Guest,10 pc Spicy Wings Combo,Triple Chocolate Cake,15 pc Grilled Wings Combo,Ranch Dip - Regular,10 pc Grilled Wings Combo,Fried Corn - Regular
243482130,820,3244141341,Digital,WWT,Delivery,Registered,10 pc Grilled Wings Combo,Ranch Dip - Regular,10 pc Grilled Wings,Regular Buffalo Fries,10 pc Spicy Wings,Ranch Dip - Large
808428514,4065,8919162423,Digital,WWT,ToGo,Registered,Triple Chocolate Cake,8 pc Grilled Wings Combo,Regular Buffalo Fries,Ranch Dip - Regular,20pc Spicy Feast Deal,Fried Corn - Regular
969554031,4094,1228896755,Digital,WWT,ToGo,Registered,10 pc Grilled Wings Combo,3 pc Crispy Strips Combo,2 pc Crispy Strips,Ranch Dip - Regular,6 pc Grilled Wings Combo,Regular Buffalo Fries
421528859,4094,1388721424,Digital,WWT,Delivery,Registered,2 pc Crispy Strips,Ranch Dip - Regular,Voodoo Fries - Regular,20pc Spicy Feast Deal,Regular Buffalo Fries,Ranch Dip - Large
39554714,2315,8049334637,Digital,WWT,ToGo,Registered,Large Celery Sticks,2 pc Crispy Strips,20pc Spicy Feast Deal,Ranch Dip - Regular,Regular Buffalo Fries,20 pc Grilled Wings
795166073,1070,668877122,Digital,WWT,ToGo,Registered,10 pc Spicy Wings Combo,Chicken Sub,Cheese Dip - Medium,Ranch Dip - Regular,20pc Spicy Feast Deal,Regular Buffalo Fries
438600504,1161,1832380165,Digital,WWT,Delivery,Registered,Ranch Dip - Regular,Add 5 Spicy Wings,20 pc Spicy Wings,Regular Buffalo Fries,20pc Spicy Feast Deal,Ranch Dip - Large
719437360,2513,7454286331,Digital,WWT,ToGo,Registered,20 pc Crispy Strips,Ranch Dip - Regular,Add 5 Spicy Wings,Large Buffalo Fries,20pc Spicy Feast Deal,Ranch Dip - Large
362509592,1765,8820300730,Digital,WWT,ToGo,Registered,Ranch Dip - Regular,Fried Corn - Large,10 pc Grilled Wings,20pc Spicy Feast Deal,Regular Buffalo Fries,Ranch Dip - Large
296304012,4595,3534967544,Digital,WWT,ToGo,Registered,Chicken Sub Combo,Chicken Sub,Ranch Dip - Regular,20pc Spicy Feast Deal,Regular Buffalo Fries,Ranch Dip - Large
521152500,2513,4099111737,Digital,WWT,ToGo,Guest,25 pc Game Day Pack,Add 5 Spicy Wings,Regular Buffalo Fries,Ranch Dip - Regular,20pc Spicy Feast Deal,Large Buffalo Fries
682434190,1390,5692983309,Digital,WWT,ToGo,Registered,20 Oz Soda,Ranch Dip - Regular,30 pc Grilled Wings,20pc Spicy Feast Deal,Regular Buffalo Fries,Ranch Dip - Large
758373218,2513,2551508316,Digital,WWT,ToGo,Registered,20pc Spicy Feast Deal,Regular Buffalo Fries,Ranch Dip - Large,Ranch Dip - Regular,10 pc Spicy Wings,Large Buffalo Fries
791424763,4750,6401485824,Digital,WWT,ToGo,Registered,Veggie Sticks Spicy,Flavor Platter,20 Oz Soda,Ranch Dip - Regular,20pc Spicy Feast Deal,Regular Buffalo Fries
116528530,801,8377653183,Digital,WWT,ToGo,Registered,8 pc Mixed Wings Combo,Ranch Dip - Regular,8 pc Spicy Wings Combo,8 pc Grilled Wings Combo,Regular Buffalo Fries,Dipping Sauce
967741527,1161,2593391980,Digital,WWT,ToGo,Registered,6 pc Grilled Wings Combo,6 pc Spicy Wings Combo,20 Oz Soda,Ranch Dip - Regular,20pc Spicy Feast Deal,Regular Buffalo Fries
155880420,4154,4662155831,Digital,WWT,Delivery,Guest,2 pc Crispy Strips,Fried Corn - Regular,10 pc Grilled Wings Combo,Ranch Dip - Regular,20pc Spicy Feast Deal,Regular Buffalo Fries
243563824,4065,3504881894,Digital,WWT,ToGo,Guest,Add 5 Spicy Wings,10 pc Grilled Wings Combo,Ranch Dip - Large,Ranch Dip - Regular,20pc Spicy Feast Deal,Regular Buffalo Fries
169050503,1070,7921565680,Digital,WWT,ToGo,Registered,Ranch Dip - Regular,8 pc Grilled Wings Combo,3 pc Crispy Strips Combo,10 pc Grilled Wings Combo,Regular Buffalo Fries,Dipping Sauce
784518972,1070,5313220129,Digital,WWT,ToGo,Registered,6 pc Spicy Wings Combo,10 pc Grilled Wings Combo,8 pc Grilled Wings Combo,Ranch Dip - Regular,6 pc Grilled Wings Combo,Fried Corn - Regular
691177024,2315,4676091145,Digital,WWT,ToGo,Registered,8 pc Grilled Wings Combo,Ranch Dip - Large,15 pc Spicy Wings,Ranch Dip - Regular,Regular Buffalo Fries,10 pc Grilled Wings Combo
979331115,4541,9283892057,Digital,WWT,ToGo,Guest,3 pc Crispy Strips Combo,20pc Spicy Feast Deal,6 pc Spicy Wings Combo,Ranch Dip - Regular,6 pc Grilled Wings Combo,Fried Corn - Regular
280724193,3989,2518508022,Digital,WWT,Delivery,Registered,Ranch Dip - Regular,Fried Corn - Large,Cheese Fries - Large,20pc Spicy Feast Deal,Ranch Dip - Large,Regular Buffalo Fries
595884432,949,4747845722,Digital,WWT,ToGo,Registered,20pc Spicy Feast Deal,Fried Corn - Regular,32 Oz Soda,Ranch Dip - Regular,Regular Buffalo Fries,10 pc Grilled Wings Combo
91044568,1249,4714767517,Digital,WWT,ToGo,Guest,Add 5 Spicy Wings,6 pc Grilled Wings Combo,Dipping Sauce,Ranch Dip - Regular,20pc Spicy Feast Deal,Regular Buffalo Fries
213867214,4750,2702547901,Digital,WWT,ToGo,Guest,Veggie Sticks,Dipping Sauce,10 pc Grilled Wings,Ranch Dip - Regular,20pc Spicy Feast Deal,Regular Buffalo Fries
115984953,2517,2481358010,Digital,WWT,ToGo,Registered,20pc Spicy Feast Deal,Ranch Dip - Regular,Chicken Sub,Regular Buffalo Fries,10 pc Grilled Wings Combo,32 Oz Soda
176228300,1249,9823882308,Digital,WWT,ToGo,Registered,2 pc Crispy Strips,10 pc Grilled Wings Combo,Regular Buffalo Fries,Ranch Dip - Regular,20pc Spicy Feast Deal,Fried Corn - Regular
284326459,4750,3219246819,Digital,WWT,ToGo,Registered,Ranch Dip - Regular,Add 5 Grilled Wings,20 pc Grilled Wings,Regular Buffalo Fries,20pc Spicy Feast Deal,Ranch Dip - Large
397009271,3989,5610733001,Digital,WWT,ToGo,Registered,6 pc Spicy Wings Combo,10 pc Grilled Wings Combo,10 pc Grilled Wings,Ranch Dip - Regular,Regular Buffalo Fries,6 pc Grilled Wings Combo
313902647,4915,6359009799,Digital,WWT,ToGo,Registered,Fried Corn - Regular,20pc Spicy Feast Deal,Ranch Dip - Regular,Regular Buffalo Fries,10 pc Grilled Wings Combo,Ranch Dip - Large
250476484,4154,5584934742,Digital,WWT,Delivery,Registered,20 Oz Soda,Cheese Dip - Regular,8 pc Grilled Wings Combo,Ranch Dip - Regular,20pc Spicy Feast Deal,Regular Buffalo Fries
259471811,4595,9958274172,Digital,WWT,ToGo,Guest,Fried Corn - Regular,Ranch Dip - Regular,Chicken Sub Combo,20pc Spicy Feast Deal,Regular Buffalo Fries,Ranch Dip - Large
630767485,801,1700879090,Digital,WWT,ToGo,Registered,8 pc Spicy Wings Combo,Ranch Dip - Regular,Triple Chocolate Cake,10 pc Grilled Wings Combo,Regular Buffalo Fries,Dipping Sauce
222757298,820,423325875,Digital,WWT,ToGo,Guest,Fried Corn - Regular,Veggie Sticks Spicy,Ranch Dip - Regular,20pc Spicy Feast Deal,Regular Buffalo Fries,Ranch Dip - Large
852429541,430,2700256303,Digital,WWT,ToGo,Guest,2 pc Crispy Strips,Ranch Dip - Regular,Regular Buffalo Fries,20pc Spicy Feast Deal,Ranch Dip - Large,Fried Corn - Regular
740822945,822,7172483544,Digital,WWT,ToGo,Registered,3 pc Crispy Strips Combo,Blue Cheese Dip - Regular,10 pc Spicy Wings Combo,Ranch Dip - Regular,10 pc Grilled Wings Combo,Regular Buffalo Fries
332497361,2513,2771731403,Digital,WWT,Delivery,Guest,32 Oz Soda,2 pc Crispy Strips,Add 5 Spicy Wings,Ranch Dip - Regular,20pc Spicy Feast Deal,Regular Buffalo Fries
73510650,4065,1884402430,Digital,WWT,ToGo,Registered,20pc Spicy Feast Deal,8 pc Spicy Wings Combo,20 Oz Soda,Ranch Dip - Regular,Regular Buffalo Fries,10 pc Grilled Wings Combo
577211475,400,4464349661,Digital,WWT,Delivery,Registered,20pc Spicy Feast Deal,32 Oz Soda,Ranch Dip - Regular,Regular Buffalo Fries,10 pc Grilled Wings Combo,Ranch Dip - Large
456896960,4094,9020764788,Digital,WWT,ToGo,Registered,Fried Corn - Regular,Ranch Dip - Regular,30 pc Grilled Wings,Regular Buffalo Fries,Ranch Dip - Large,20pc Spicy Feast Deal
1258490,820,897197018,Digital,WWT,ToGo,Registered,15 pc Grilled Wings,20pc Spicy Feast Deal,Ranch Dip - Regular,Regular Buffalo Fries,10 pc Grilled Wings,Ranch Dip - Large
761480509,4094,9195917308,Digital,WWT,ToGo,Registered,Ranch Dip - Regular,Fried Corn - Regular,Veggie Sticks,20pc Spicy Feast Deal,Regular Buffalo Fries,Ranch Dip - Large
571454523,2786,9753500807,Digital,WWT,ToGo,Registered,Ranch Dip - Large,2 pc Crispy Strips,20pc Spicy Feast Deal,Ranch Dip - Regular,Regular Buffalo Fries,10 pc Grilled Wings Combo
499615877,1731,1074003675,Digital,WWT,ToGo,Registered,10 pc Spicy Wings,Fried Corn - Regular,7 pc Crispy Strips,Ranch Dip - Regular,Regular Buffalo Fries,20pc Spicy Feast Deal
301776513,400,2181355716,Digital,WWT,ToGo,Registered,20 pc Grilled Wings,Veggie Sticks,Ranch Dip - Regular,Regular Buffalo Fries,20pc Spicy Feast Deal,Ranch Dip - Large
384800430,2513,8024017350,Digital,WWT,ToGo,Registered,Ranch Dip - Large,30 pc Family Grilled Wings,Fried Corn - Regular,Ranch Dip - Regular,20pc Spicy Feast Deal,Large Buffalo Fries
901956379,1161,575013192,Digital,WWT,ToGo,Guest,Regular Buffalo Fries,15 pc Grilled Wings,7 pc Crispy Strips,Ranch Dip - Regular,10 pc Spicy Wings,Large Buffalo Fries
622349757,820,9480777569,Digital,WWT,ToGo,Registered,10 pc Grilled Wings Combo,8 pc Grilled Wings Combo,Fried Corn - Regular,Ranch Dip - Regular,20pc Spicy Feast Deal,Regular Buffalo Fries
994215503,857,8490256110,Digital,WWT,ToGo,Registered,8 pc Grilled Wings Combo,2 pc Crispy Strips,Ranch Dip - Regular,10 pc Grilled Wings Combo,Regular Buffalo Fries,Ranch Dip - Large
942408609,3989,9316714148,Digital,WWT,ToGo,Registered,Ranch Dip - Regular,2 pc Crispy Strips,Chicken Sub,20pc Spicy Feast Deal,Regular Buffalo Fries,Ranch Dip - Large
475626592,1913,3735258950,Digital,WWT,ToGo,Registered,Large Buffalo Fries,Ranch Dip - Regular,10 pc Spicy Wings,Regular Buffalo Fries,10 pc Grilled Wings,Ranch Dip - Large
352894347,2513,4118512959,Digital,WWT,ToGo,Guest,Ranch Dip - Regular,Flavor Platter,20 Oz Soda,20pc Spicy Feast Deal,Regular Buffalo Fries,Ranch Dip - Large
357751622,4750,153301022,Digital,WWT,ToGo,Guest,6 pc Spicy Wings Combo,Chicken Sub,Fried Corn - Regular,Ranch Dip - Regular,20pc Spicy Feast Deal,Regular Buffalo Fries
452279459,1765,5439543092,Digital,WWT,ToGo,Registered,Ranch Dip - Regular,Regular Buffalo Fries,15 pc Grilled Wings,10 pc Spicy Wings,Ranch Dip - Large,Large Buffalo Fries
64239408,1913,1234599757,Digital,WWT,ToGo,Registered,2 pc Crispy Strips,32 Oz Soda,10 pc Grilled Wings,Ranch Dip - Regular,20pc Spicy Feast Deal,Regular Buffalo Fries
146781377,4970,1314782296,Digital,WWT,ToGo,Registered,Blue Cheese Dip - Regular,Fried Corn - Large,30 pc Grilled Wings,Ranch Dip - Regular,Regular Buffalo Fries,20pc Spicy Feast Deal
289850892,4750,7832345222,Digital,WWT,ToGo,Guest,Regular Buffalo Fries,10 pc Mixed Wings,Ranch Dip - Regular,10 pc Spicy Wings,Ranch Dip - Large,Fried Corn - Regular
953479794,1754,1907035917,Digital,WWT,ToGo,Registered,10 pc Spicy Wings Combo,Ranch Dip - Regular,6 pc Grilled Wings Combo,10 pc Grilled Wings Combo,Regular Buffalo Fries,Ranch Dip - Large
804730893,1249,5827168935,Digital,WWT,ToGo,Registered,10 pc Grilled Wings,10 pc Grilled Wings Combo,Fried Corn - Large,Ranch Dip - Regular,20pc Spicy Feast Deal,Regular Buffalo Fries
642954205,4094,8538799610,Digital,WWT,ToGo,Registered,Chicken Sub,8 pc Spicy Wings Combo,Regular Buffalo Fries,Ranch Dip - Regular,20pc Spicy Feast Deal,Fried Corn - Regular
828120344,820,6646915661,Digital,WWT,Delivery,Guest,Ranch Dip - Regular,Regular Buffalo Fries,Bottled Water,20pc Spicy Feast Deal,20 Oz Soda,Fried Corn - Regular
264767825,1249,7341287854,Digital,WWT,ToGo,Registered,Chicken Sub Combo,Ranch Dip - Regular,10 pc Grilled Wings Combo,2 pc Crispy Strips,Regular Buffalo Fries,Dipping Sauce
740863153,4750,3302178791,Digital,WWT,ToGo,Guest,Fried Corn - Regular,2 pc Crispy Strips,Ranch Dip - Regular,20pc Spicy Feast Deal,Regular Buffalo Fries,Ranch Dip - Large
391458895,4595,5895908225,Digital,WWT,Delivery,Registered,Fried Corn - Regular,10 pc Spicy Wings,10 pc Spicy Wings Combo,Ranch Dip - Regular,Regular Buffalo Fries,10 pc Grilled Wings Combo
93586269,1390,4249926639,Digital,WWT,ToGo,Registered,10 pc Grilled Wings,10 pc Grilled Wings Combo,Ranch Dip - Large,Ranch Dip - Regular,Regular Buffalo Fries,20pc Spicy Feast Deal
709117761,4094,1978069785,Digital,WWT,ToGo,Registered,25 pc Game Day Pack,Chicken Sub Combo,Large Veggie Sticks Spicy,Ranch Dip - Regular,20pc Spicy Feast Deal,Large Buffalo Fries
899533625,4094,6829257066,Digital,WWT,ToGo,Guest,8 pc Spicy Wings Combo,Ranch Dip - Regular,8 pc Grilled Wings Combo,10 pc Grilled Wings Combo,Regular Buffalo Fries,Dipping Sauce
440457171,3989,7249113306,Digital,WWT,Delivery,Registered,Veggie Sticks Spicy,6 pc Grilled Wings Combo,3 pc Crispy Strips Combo,Ranch Dip - Regular,10 pc Grilled Wings Combo,Fried Corn - Regular
433975390,3302,3671354189,Digital,WWT,ToGo,Registered,10 pc Grilled Wings Combo,6 pc Grilled Wings Combo,Large Buffalo Fries,Ranch Dip - Regular,20pc Spicy Feast Deal,Fried Corn - Regular
715546416,4970,7439102795,Digital,WWT,Delivery,Registered,24 pc Family Grilled Wings,Triple Chocolate Cake,10 pc Spicy Wings Combo,Ranch Dip - Regular,10 pc Grilled Wings Combo,Regular Buffalo Fries
73637672,400,6371113700,Digital,WWT,ToGo,Registered,Ranch Dip - Regular,20 Oz Soda,10 pc Spicy Wings,Regular Buffalo Fries,20pc Spicy Feast Deal,Ranch Dip - Large
271995685,1765,5494382077,Digital,WWT,Delivery,Guest,6 pc Spicy Wings Combo,Ranch Dip - Large,8 pc Spicy Wings Combo,Ranch Dip - Regular,10 pc Grilled Wings Combo,Regular Buffalo Fries
743731764,2156,7435447142,Digital,WWT,ToGo,Guest,30 pc Family Grilled Wings,Dipping Sauce,5 pc Crispy Strips Combo,Ranch Dip - Regular,10 pc Grilled Wings Combo,Large Buffalo Fries
88222968,2513,5479754720,Digital,WWT,ToGo,Registered,Veggie Sticks,Ranch Dip - Large,Fried Corn - Large,Ranch Dip - Regular,20pc Spicy Feast Deal,Regular Buffalo Fries
551777539,2786,9908029367,Digital,WWT,ToGo,Registered,Ranch Dip - Large,Fried Corn - Large,50 pc Grilled Wings,Ranch Dip - Regular,20pc Spicy Feast Deal,Large Buffalo Fries
496128198,3989,4101133960,Digital,WWT,ToGo,Registered,Chicken Sub,10 pc Grilled Wings,8 pc Grilled Wings Combo,Ranch Dip - Regular,Regular Buffalo Fries,20pc Spicy Feast Deal
72129409,1070,3015925635,Digital,WWT,ToGo,Registered,Ranch Dip - Regular,10 pc Spicy Wings,Veggie Sticks Spicy,Regular Buffalo Fries,20pc Spicy Feast Deal,Ranch Dip - Large
709637547,2517,2028788097,Digital,WWT,ToGo,Registered,Large Buffalo Fries,20 pc Grilled Wings,Regular Buffalo Fries,Ranch Dip - Regular,20pc Spicy Feast Deal,Fried Corn - Regular
310140991,1070,1264014639,Digital,WWT,ToGo,Registered,Veggie Sticks,6 pc Spicy Wings Combo,Blue Cheese Dip - Regular,Ranch Dip - Regular,10 pc Grilled Wings Combo,Regular Buffalo Fries
881591579,1070,989527639,Digital,WWT,ToGo,Registered,20pc Spicy Feast Deal,8 pc Spicy Wings Combo,Ranch Dip - Regular,10 pc Grilled Wings Combo,Regular Buffalo Fries,20 Oz Soda
877650838,430,5436082679,Digital,WWT,ToGo,Guest,Ranch Dip - Regular,15 pc Spicy Wings,20 pc Grilled Wings,Regular Buffalo Fries,Ranch Dip - Large,10 pc Spicy Wings
827274979,4094,4826562760,Digital,WWT,ToGo,Registered,4 pc Crispy Strips,10 pc Grilled Wings Combo,Chicken Sub,Ranch Dip - Regular,Regular Buffalo Fries,20pc Spicy Feast Deal
705085361,1161,5840783167,Digital,WWT,ToGo,Guest,15 pc Grilled Wings,Regular Buffalo Fries,6 pc Spicy Wings Combo,Ranch Dip - Regular,10 pc Spicy Wings,Fried Corn - Regular
452376502,4154,6403268830,Digital,WWT,Delivery,Registered,6 pc Mixed Wings Combo,Regular Buffalo Fries,Fried Corn - Regular,Ranch Dip - Regular,20pc Spicy Feast Deal,Veggie Sticks Spicy
461515640,4094,4204556378,Digital,WWT,ToGo,Guest,Large Buffalo Fries,10 pc Spicy Wings,15 pc Spicy Wings,Ranch Dip - Regular,Regular Buffalo Fries,20pc Spicy Feast Deal
845598480,1765,8025974796,Digital,WWT,ToGo,Guest,2 pc Crispy Strips,Regular Buffalo Fries,15 pc Grilled Wings,Ranch Dip - Regular,20pc Spicy Feast Deal,Large Buffalo Fries
684312607,4541,3218830263,Digital,WWT,ToGo,Guest,Fried Corn - Regular,Ranch Dip - Large,10 pc Grilled Wings,Ranch Dip - Regular,20pc Spicy Feast Deal,Regular Buffalo Fries
